,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,PS,T2MDEW
2015-01-01,23.17,27.29,20.77,90.08,17.47,2.75,3.2126,96.02,21.37
2015-01-02,23.31,27.27,19.89,87.01,4.66,1.48,4.3248,96.05,20.89
2015-01-03,24.11,27.77,21.23,87.71,4.84,1.52,4.2432,96.03,21.83
2015-01-04,23.77,27.15,20.71,88.07,2.41,1.88,5.4787,95.94,21.57
2015-01-05,23.74,28.24,19.86,89.4,6.37,3.03,4.3872,95.87,21.79
2015-01-06,24.22,28.26,20.85,86.93,0.21,2.64,7.5636,95.99,21.76
2015-01-07,23.54,27.72,20.64,86.13,1.0,3.84,6.5414,96.23,20.93
2015-01-08,23.63,27.87,20.47,85.89,1.27,2.93,7.2127,96.27,20.96
2015-01-09,23.58,28.01,19.22,85.46,0.86,1.94,7.6622,96.28,20.84
2015-01-10,23.12,26.97,20.24,85.11,1.5,2.95,6.996,96.31,20.28
2015-01-11,22.64,26.18,19.8,83.55,0.95,3.07,7.2523,96.16,19.54
2015-01-12,24.36,29.08,20.81,89.22,12.14,3.3,4.6241,95.96,22.38
2015-01-13,25.0,28.97,22.22,89.11,2.25,2.74,5.573,95.84,22.96
2015-01-14,25.35,29.46,22.53,87.29,2.51,3.46,7.0346,95.83,22.95
2015-01-15,24.59,28.54,21.56,86.24,0.67,3.18,6.7457,95.88,22.0
2015-01-16,24.73,29.59,21.06,82.31,0.61,2.11,7.8319,95.63,21.26
2015-01-17,25.11,30.26,19.29,79.61,3.53,2.51,7.2898,95.74,21.01
2015-01-18,22.66,26.72,19.46,87.95,5.03,3.9,5.4413,96.17,20.45
2015-01-19,22.09,25.65,19.03,86.52,1.3,2.03,5.2644,96.24,19.61
2015-01-20,21.7,25.81,18.28,82.65,0.77,2.62,7.2994,96.41,18.36
2015-01-21,21.86,26.24,17.66,85.12,0.77,2.41,6.103,96.65,19.06
2015-01-22,22.28,27.07,18.01,83.61,0.19,2.07,7.5427,96.71,19.17
2015-01-23,21.89,25.75,18.05,83.07,0.27,2.62,7.8132,96.47,18.66
2015-01-24,22.33,26.88,18.34,83.21,1.14,1.96,7.026,96.22,19.12
2015-01-25,23.59,28.67,18.32,77.43,0.09,0.93,7.601,96.14,19.16
2015-01-26,24.9,30.43,19.63,79.4,3.44,1.3,7.4311,96.22,20.88
2015-01-27,24.99,28.67,22.21,84.63,8.4,0.85,6.9509,96.15,22.06
2015-01-28,24.31,27.59,21.62,89.41,23.36,1.27,5.1593,96.03,22.37
2015-01-29,23.75,27.0,20.95,90.78,13.15,1.98,4.4292,96.15,22.09
2015-01-30,23.99,27.97,21.02,89.58,9.4,1.95,5.0825,96.14,22.06
2015-01-31,24.47,28.56,21.08,86.31,3.96,1.22,6.7284,96.0,21.91
2015-02-01,25.41,30.42,20.5,83.85,0.88,1.31,7.1906,95.74,22.25
2015-02-02,25.57,29.78,21.01,85.04,18.63,1.03,6.5621,95.67,22.69
2015-02-03,25.96,30.3,22.22,84.02,8.47,1.43,5.3933,95.62,22.86
2015-02-04,25.15,28.46,22.84,91.1,16.58,1.5,5.3158,95.59,23.53
2015-02-05,26.15,30.42,22.78,85.29,0.42,1.66,6.9986,95.56,23.32
2015-02-06,26.59,30.89,22.18,81.46,0.18,1.36,4.7875,95.73,22.98
2015-02-07,26.22,30.03,22.12,81.22,0.04,1.09,7.525,96.04,22.64
2015-02-08,25.41,29.0,21.93,81.36,0.04,1.54,7.1426,96.17,21.86
2015-02-09,24.37,28.59,20.7,81.13,0.04,1.12,6.3338,96.28,20.75
2015-02-10,24.11,28.83,19.96,78.68,0.02,1.13,7.7899,96.32,19.94
2015-02-11,24.03,29.52,18.37,72.07,0.0,1.13,7.4443,96.35,18.39
2015-02-12,24.5,29.54,18.98,79.27,5.79,1.4,5.6652,96.26,20.48
2015-02-13,24.9,29.1,21.39,85.75,17.22,1.31,6.5748,96.06,22.21
2015-02-14,25.91,30.37,20.94,79.35,2.29,0.48,6.5398,95.81,21.84
2015-02-15,25.7,30.32,22.6,85.19,5.78,1.68,5.3976,95.66,22.85
2015-02-16,23.16,25.69,21.41,90.24,8.02,3.97,5.8435,96.08,21.43
2015-02-17,21.8,25.67,18.64,81.55,3.54,4.47,5.8322,96.33,18.32
2015-02-18,20.45,23.48,18.2,75.93,0.11,2.98,2.8562,96.28,15.94
2015-02-19,22.93,27.32,18.57,77.27,0.18,1.7,7.0253,96.08,18.65
2015-02-20,24.24,28.54,19.49,80.34,0.82,2.32,6.4572,96.0,20.5
2015-02-21,23.99,27.58,20.9,84.87,1.04,2.07,6.3012,96.04,21.15
2015-02-22,24.8,29.22,19.72,82.68,1.34,2.17,6.7637,96.21,21.42
2015-02-23,22.96,26.7,19.96,84.85,6.49,4.14,2.8354,96.54,20.1
2015-02-24,22.96,26.71,19.98,85.18,8.25,3.07,5.0069,96.4,20.21
2015-02-25,23.35,28.09,19.65,83.53,0.77,1.65,6.5424,96.1,20.19
2015-02-26,23.91,29.34,19.75,80.74,1.29,0.9,6.997,96.0,20.1
2015-02-27,24.23,29.81,18.82,79.36,0.65,1.16,7.3814,96.01,20.04
2015-02-28,24.05,28.28,19.56,81.39,6.93,1.37,6.4582,96.09,20.51
2015-03-01,24.34,29.36,19.09,81.67,3.15,1.16,5.759,95.87,20.79
2015-03-02,24.36,29.01,20.19,84.68,39.15,2.77,5.8258,96.1,21.41
2015-03-03,20.05,23.24,16.9,87.61,25.48,4.7,3.2726,96.72,17.83
2015-03-04,19.91,24.4,15.66,81.14,0.67,2.64,6.7056,96.59,16.38
2015-03-05,20.8,25.95,15.56,80.69,0.82,1.61,7.296,96.38,17.15
2015-03-06,21.49,26.73,15.85,81.72,0.64,2.38,6.9972,96.42,17.95
2015-03-07,22.64,27.33,19.31,84.09,2.42,2.54,7.2638,96.29,19.62
2015-03-08,23.03,28.38,17.35,76.49,0.4,1.95,7.5108,96.15,18.46
2015-03-09,23.66,27.83,20.2,86.22,7.88,2.78,6.4258,96.31,21.04
2015-03-10,22.99,27.09,19.89,82.9,4.18,2.56,6.2873,96.4,19.71
2015-03-11,22.76,27.78,18.07,80.85,0.21,1.38,7.0459,96.43,19.03
2015-03-12,22.58,27.21,18.32,79.57,0.08,1.5,6.0396,96.55,18.59
2015-03-13,23.16,28.72,17.8,74.42,0.0,0.84,7.128,96.44,17.98
2015-03-14,22.82,28.76,17.9,78.44,0.0,1.43,7.0082,96.53,18.52
2015-03-15,22.7,28.66,17.2,76.9,0.0,1.41,6.7368,96.53,18.0
2015-03-16,23.73,30.15,16.5,70.75,0.0,0.75,7.171,96.4,17.58
2015-03-17,24.55,31.57,17.54,66.99,0.0,1.2,7.187,96.34,17.36
2015-03-18,24.52,31.17,19.22,71.5,0.11,1.34,6.858,96.41,18.51
2015-03-19,24.82,31.75,17.73,67.76,0.02,0.91,7.2034,96.37,17.49
2015-03-20,24.94,32.4,19.44,73.76,0.59,1.67,6.9494,96.46,19.16
2015-03-21,24.67,31.0,20.03,74.54,1.48,1.21,6.9041,96.6,19.15
2015-03-22,23.98,30.65,19.41,71.04,0.59,1.07,7.0759,96.62,17.43
2015-03-23,24.08,30.48,19.41,75.49,3.31,1.05,6.5755,96.56,18.75
2015-03-24,24.79,30.72,20.17,77.94,2.93,1.08,6.0362,96.44,20.18
2015-03-25,25.42,32.03,19.07,72.75,0.26,1.24,6.4738,96.43,19.57
2015-03-26,26.15,32.83,20.61,71.71,0.23,1.23,6.7344,96.39,19.93
2015-03-27,26.9,33.4,20.04,68.43,0.06,1.27,6.4157,96.28,19.94
2015-03-28,26.29,32.83,21.33,72.07,2.22,1.64,4.8624,96.32,20.09
2015-03-29,24.64,29.52,21.4,79.86,4.44,1.46,4.5312,96.32,20.54
2015-03-30,23.83,28.67,20.7,84.21,19.71,1.99,3.8611,96.42,20.75
2015-03-31,23.0,27.5,20.73,89.36,17.34,2.54,3.3998,96.55,21.04
2015-04-01,22.59,27.28,18.83,82.83,1.3,2.27,5.8795,96.57,19.24
2015-04-02,22.22,27.73,17.56,81.97,1.44,1.23,5.3496,96.47,18.72
2015-04-03,22.55,28.14,18.31,79.73,1.12,1.12,5.7552,96.28,18.55
2015-04-04,22.96,29.16,17.49,73.1,0.06,0.73,5.8726,96.05,17.42
2015-04-05,24.49,30.9,17.0,70.24,0.01,0.88,5.7766,95.96,18.25
2015-04-06,23.87,28.25,21.3,77.34,3.68,1.33,3.7241,96.26,19.45
2015-04-07,22.76,26.83,19.94,90.38,20.72,3.27,2.1377,96.52,21.01
2015-04-08,21.22,25.96,17.66,79.7,0.29,3.42,5.0638,96.68,17.27
2015-04-09,21.28,26.34,17.7,82.28,1.53,3.24,3.7848,96.69,17.86
2015-04-10,20.61,25.65,17.5,82.87,0.85,2.6,5.1636,96.71,17.33
2015-04-11,21.47,27.78,15.86,76.1,0.01,1.54,6.0041,96.6,16.74
2015-04-12,22.14,28.53,16.43,72.57,0.03,1.43,6.1685,96.65,16.49
2015-04-13,22.25,27.87,16.75,75.54,0.24,1.52,4.8857,96.69,17.37
2015-04-14,22.48,26.81,18.07,75.3,0.36,1.54,2.6119,96.35,17.71
2015-04-15,23.89,30.83,18.35,66.68,0.0,1.63,5.9681,96.09,16.62
2015-04-16,25.28,32.06,18.02,65.25,3.35,1.24,5.844,96.4,17.43
2015-04-17,23.52,27.53,20.15,77.51,11.65,1.02,3.5316,96.75,19.09
2015-04-18,21.97,25.79,19.52,87.26,16.22,2.2,1.6572,96.82,19.6
2015-04-19,21.5,25.2,18.72,88.76,18.11,1.67,2.1617,96.67,19.48
2015-04-20,22.46,27.16,19.2,82.12,1.19,0.72,4.1038,96.59,19.04
2015-04-21,21.93,25.77,19.18,84.71,1.49,1.32,4.1011,96.81,19.1
2015-04-22,21.56,26.5,17.06,84.13,2.96,2.46,3.8597,96.95,18.5
2015-04-23,20.94,26.93,16.62,80.88,0.11,1.34,4.9757,96.91,17.19
2015-04-24,20.6,26.08,15.5,83.4,0.2,1.71,5.2598,97.07,17.5
2015-04-25,20.88,26.27,17.11,82.89,0.28,1.72,5.329,96.9,17.65
2015-04-26,21.16,27.76,15.37,71.59,0.0,1.62,5.939,96.6,15.29
2015-04-27,21.97,28.93,15.75,71.25,0.0,1.58,5.8097,96.5,15.99
2015-04-28,22.7,29.04,16.59,68.73,0.0,1.14,5.7869,96.47,16.13
2015-04-29,22.85,30.42,15.77,67.33,0.0,1.1,5.7103,96.33,15.69
2015-04-30,23.57,31.61,16.61,60.34,0.0,1.69,5.717,96.19,14.61
2015-05-01,23.89,31.54,17.67,61.6,0.0,1.92,5.1953,96.38,15.25
2015-05-02,22.95,28.15,19.3,78.99,0.0,1.55,3.7968,96.69,18.72
2015-05-03,22.77,28.73,18.6,76.03,0.0,1.01,4.3426,96.76,17.78
2015-05-04,22.33,28.74,17.86,74.52,0.0,0.93,4.8343,96.8,16.98
2015-05-05,21.36,28.13,16.32,69.04,0.0,1.17,5.4094,96.73,14.61
2015-05-06,21.49,29.67,12.84,53.4,0.0,1.32,5.8406,96.46,10.47
2015-05-07,21.64,28.36,15.5,61.05,0.69,2.35,5.0285,96.92,13.19
2015-05-08,21.0,26.27,16.83,80.41,5.48,3.51,3.9641,97.2,17.03
2015-05-09,20.26,26.22,16.0,76.39,0.42,1.71,4.7803,96.95,15.46
2015-05-10,20.89,28.06,14.73,67.93,0.0,1.26,5.4883,96.68,14.02
2015-05-11,21.1,28.76,14.84,71.46,0.0,1.26,4.975,96.77,14.93
2015-05-12,21.69,28.63,15.66,71.56,0.0,1.25,5.0076,96.92,15.62
2015-05-13,22.33,28.72,15.77,61.78,0.0,0.55,5.0753,96.73,13.95
2015-05-14,22.0,30.13,14.47,58.89,0.0,1.29,5.3467,96.58,12.57
2015-05-15,22.4,30.43,13.97,47.62,0.0,1.16,5.3825,96.71,9.33
2015-05-16,21.45,29.65,13.16,46.02,0.0,0.93,5.4372,96.76,8.06
2015-05-17,20.38,27.82,14.6,61.21,0.0,1.77,5.2906,96.95,11.73
2015-05-18,20.29,27.86,15.46,77.35,0.0,1.86,4.519,97.01,15.79
2015-05-19,20.33,27.81,14.53,73.55,0.0,1.21,4.9762,96.95,14.74
2015-05-20,20.2,28.19,14.1,74.73,0.0,1.57,4.7635,97.01,14.71
2015-05-21,20.15,27.31,15.3,78.58,0.51,1.64,4.7854,97.1,15.91
2015-05-22,20.48,27.2,15.31,77.02,0.52,2.15,4.3644,97.17,15.74
2015-05-23,20.27,26.05,16.07,80.98,1.08,2.23,3.9571,97.08,16.45
2015-05-24,20.35,27.18,15.43,75.78,0.25,1.25,4.6999,96.91,15.46
2015-05-25,20.68,27.91,13.71,67.87,0.0,0.67,4.9754,96.71,13.59
2015-05-26,21.07,28.61,13.72,65.12,0.0,0.76,5.0309,96.65,13.3
2015-05-27,20.84,28.28,15.87,70.09,0.0,0.76,4.8809,96.76,14.33
2015-05-28,20.25,28.21,14.0,61.94,0.0,1.09,5.1134,96.8,11.61
2015-05-29,19.96,29.02,12.85,59.56,0.0,1.04,5.1828,96.71,10.32
2015-05-30,19.99,28.5,13.62,66.9,0.0,0.83,5.1276,96.72,12.19
2015-05-31,19.96,28.42,12.57,67.46,0.0,0.86,5.0669,96.66,12.61
2015-06-01,20.83,29.0,13.31,71.75,0.0,1.46,4.4182,96.61,14.71
2015-06-02,21.32,28.36,15.85,71.34,0.0,1.34,4.4179,96.76,14.95
2015-06-03,21.98,29.31,14.76,63.31,0.0,0.68,4.9296,96.55,13.5
2015-06-04,23.47,31.97,15.16,54.48,0.0,1.74,4.8538,96.2,12.67
2015-06-05,20.74,26.55,15.97,48.34,0.0,3.4,4.7321,96.58,8.64
2015-06-06,17.55,24.12,12.87,60.28,0.02,2.83,4.3558,97.03,9.11
2015-06-07,17.04,24.55,11.78,63.01,0.02,2.12,4.7746,97.0,9.38
2015-06-08,17.62,25.81,11.52,65.26,0.0,1.47,4.9697,96.93,10.03
2015-06-09,18.7,25.88,12.48,70.51,0.01,1.64,4.8682,97.04,12.28
2015-06-10,18.15,24.72,12.99,73.37,0.42,1.96,4.1472,97.15,12.58
2015-06-11,18.26,24.86,12.61,71.25,0.17,1.29,3.5203,97.0,12.34
2015-06-12,18.33,25.97,11.75,66.74,0.0,1.56,4.7098,96.94,11.21
2015-06-13,17.69,25.34,12.27,66.39,0.0,2.3,4.4678,97.1,10.41
2015-06-14,18.4,25.94,11.94,61.43,0.05,1.75,4.5694,97.01,10.28
2015-06-15,19.67,27.02,12.6,57.16,0.0,0.9,4.8967,96.84,10.12
2015-06-16,19.51,28.44,11.62,52.04,0.0,1.46,4.879,96.59,8.27
2015-06-17,20.13,30.13,11.82,40.96,0.0,2.02,4.9006,96.26,4.87
2015-06-18,17.02,24.63,11.98,62.56,0.63,2.83,4.0685,96.89,9.36
2015-06-19,17.82,24.55,11.05,71.44,0.79,2.35,4.1818,97.31,11.77
2015-06-20,17.58,21.55,13.94,76.88,1.89,3.23,2.7348,97.52,13.06
2015-06-21,17.76,22.98,12.85,73.42,0.13,2.41,4.0529,97.42,12.35
2015-06-22,18.62,25.31,13.11,69.24,0.0,1.44,4.278,97.23,12.07
2015-06-23,19.37,27.48,12.31,62.22,0.0,0.76,4.457,97.07,11.05
2015-06-24,20.41,28.24,13.07,65.48,0.01,1.11,4.471,96.98,12.76
2015-06-25,21.13,28.75,14.11,66.13,0.02,1.38,4.5149,96.97,13.73
2015-06-26,20.8,27.38,15.88,67.14,0.28,1.98,2.9482,97.3,13.57
2015-06-27,18.33,25.37,13.64,70.99,0.16,2.13,4.1107,97.34,12.0
2015-06-28,17.98,25.99,11.03,72.23,0.01,1.35,4.4875,97.14,12.12
2015-06-29,19.04,27.22,12.3,63.85,0.0,1.14,4.699,97.05,10.67
2015-06-30,18.69,26.25,13.21,61.19,0.0,1.92,3.8957,97.17,9.98
2015-07-01,17.48,23.22,12.47,80.43,1.12,2.19,2.9191,97.28,13.78
2015-07-02,17.65,24.42,13.29,73.59,0.22,2.12,2.9093,97.37,12.05
2015-07-03,17.25,24.02,11.89,75.16,0.09,2.09,3.3929,97.41,12.15
2015-07-04,17.16,24.59,11.62,72.11,0.03,1.36,3.7505,97.29,11.39
2015-07-05,18.6,26.77,10.33,64.44,0.0,1.06,4.697,97.14,10.65
2015-07-06,19.4,28.26,12.0,65.16,0.0,1.4,4.608,97.18,11.7
2015-07-07,18.91,25.35,14.72,74.2,0.06,3.1,4.1796,97.51,13.32
2015-07-08,17.71,24.32,13.41,71.3,0.05,2.02,3.2957,97.29,11.88
2015-07-09,18.13,26.95,10.98,61.75,0.0,1.41,4.6992,97.18,9.6
2015-07-10,17.52,25.44,11.11,68.12,0.0,2.0,4.6702,97.37,10.52
2015-07-11,18.19,24.88,12.94,74.06,0.0,1.32,3.4975,97.28,12.78
2015-07-12,19.57,27.24,14.04,66.43,0.0,0.96,4.7554,97.0,12.03
2015-07-13,20.32,29.82,12.32,50.7,0.0,1.21,4.9138,96.86,8.31
2015-07-14,19.6,27.67,12.68,58.28,0.0,1.73,4.5442,97.12,10.32
2015-07-15,19.51,26.61,14.92,71.85,0.0,1.18,4.4227,97.13,13.23
2015-07-16,19.83,27.77,14.63,67.86,0.0,1.23,4.6152,96.81,12.63
2015-07-17,21.05,31.08,13.57,48.61,0.0,2.29,5.0767,96.56,8.14
2015-07-18,21.73,31.55,13.99,45.23,0.0,1.55,4.8838,96.74,7.67
2015-07-19,21.1,29.93,14.56,64.39,0.0,1.64,4.777,97.01,12.85
2015-07-20,20.85,28.14,15.97,67.45,0.06,1.33,4.3464,97.04,13.58
2015-07-21,21.06,28.2,15.17,62.0,0.0,1.05,4.1486,97.01,12.36
2015-07-22,20.15,25.98,15.83,68.96,0.06,1.9,3.2129,97.22,13.48
2015-07-23,19.81,26.8,14.57,60.87,0.0,0.99,4.6963,96.98,11.38
2015-07-24,20.9,29.99,12.98,54.58,0.0,1.37,5.1458,96.64,10.21
2015-07-25,21.95,32.02,13.55,50.07,0.0,1.58,4.9018,96.46,9.74
2015-07-26,21.79,31.45,15.4,35.79,0.0,3.08,4.8528,96.64,4.01
2015-07-27,17.44,25.09,11.65,56.05,0.0,2.88,5.0167,97.07,7.68
2015-07-28,18.95,26.7,13.09,71.24,0.04,1.47,4.5701,97.04,12.66
2015-07-29,20.65,29.38,14.61,64.06,0.03,1.16,5.0604,96.79,12.25
2015-07-30,22.92,33.25,13.87,48.85,0.0,1.69,5.25,96.43,9.98
2015-07-31,24.59,35.5,16.74,36.63,0.0,2.89,5.1077,96.39,6.4
2015-08-01,18.11,24.45,13.68,59.39,0.0,4.43,4.8007,97.39,9.04
2015-08-02,17.16,24.49,12.4,63.55,0.0,2.88,4.4566,97.57,8.71
2015-08-03,17.03,25.3,10.37,66.65,0.0,2.04,5.069,97.41,9.43
2015-08-04,18.6,26.68,11.07,55.25,0.0,1.1,5.7041,97.16,7.62
2015-08-05,19.55,29.32,10.86,45.06,0.0,1.15,5.6383,96.93,5.7
2015-08-06,18.32,25.24,11.71,61.9,0.0,2.94,4.0553,97.27,10.4
2015-08-07,17.85,25.55,12.35,67.08,0.0,2.61,5.0986,97.3,10.3
2015-08-08,18.44,26.72,11.28,66.81,0.0,1.97,5.1374,97.23,11.01
2015-08-09,19.62,28.33,10.97,56.34,0.0,0.95,5.7701,96.93,8.84
2015-08-10,20.52,30.11,12.14,45.56,0.0,1.95,5.7391,96.73,6.23
2015-08-11,19.55,27.73,13.85,63.32,0.0,1.41,5.5416,96.96,11.13
2015-08-12,19.84,28.5,12.78,54.17,0.0,1.42,5.4902,96.97,9.08
2015-08-13,20.97,31.2,12.25,55.69,0.0,1.87,5.3309,96.8,10.18
2015-08-14,22.46,32.69,13.87,47.11,0.0,1.98,5.2145,96.89,8.59
2015-08-15,21.15,30.2,13.44,62.19,0.0,1.73,5.3081,97.15,11.07
2015-08-16,22.63,31.09,16.71,63.29,0.0,1.26,5.2906,97.14,13.65
2015-08-17,21.54,29.9,14.61,63.57,0.0,2.11,5.4667,97.06,12.65
2015-08-18,20.82,29.64,13.82,64.12,0.0,1.54,5.6076,96.76,12.09
2015-08-19,22.36,32.67,13.82,57.89,0.0,1.16,5.941,96.52,11.46
2015-08-20,21.94,31.17,14.17,61.08,0.0,1.61,5.7869,96.7,12.18
2015-08-21,21.85,31.01,15.11,62.08,0.0,1.33,5.79,96.78,12.47
2015-08-22,22.47,31.94,14.1,63.47,0.0,1.71,5.6414,96.77,13.66
2015-08-23,22.72,30.4,17.08,69.19,0.0,2.28,3.4985,96.99,15.74
2015-08-24,22.1,30.12,16.01,69.98,0.0,2.31,3.5662,97.08,15.42
2015-08-25,21.99,29.85,16.69,64.46,0.0,2.15,4.59,97.04,13.68
2015-08-26,21.47,30.34,13.73,56.85,0.0,1.84,6.114,96.9,10.74
2015-08-27,21.88,31.18,13.43,54.88,0.0,1.51,6.1459,96.82,10.17
2015-08-28,22.94,32.13,14.53,60.81,0.0,1.7,5.6758,96.74,13.04
2015-08-29,24.33,33.39,16.92,61.09,0.0,1.91,5.4161,96.73,14.23
2015-08-30,24.04,32.44,16.53,59.42,0.0,1.98,5.4096,96.77,13.93
2015-08-31,23.69,32.83,15.66,52.62,0.0,1.78,6.1188,96.66,11.17
2015-09-01,24.86,34.92,15.95,50.77,0.0,2.12,5.7545,96.44,11.48
2015-09-02,26.59,36.95,17.68,36.29,0.0,2.34,5.6323,96.31,8.4
2015-09-03,23.75,32.01,17.27,60.54,1.23,3.55,4.476,96.78,14.68
2015-09-04,21.2,26.81,17.9,79.94,19.58,4.9,1.7532,97.23,17.17
2015-09-05,20.48,26.99,16.59,76.21,6.49,3.34,2.5145,97.13,15.58
2015-09-06,20.67,27.09,16.23,76.47,3.98,2.13,3.203,96.95,15.85
2015-09-07,22.27,30.08,16.58,72.95,0.87,1.57,3.7723,96.59,16.44
2015-09-08,24.24,33.03,17.82,67.06,0.02,1.35,5.8874,96.41,16.62
2015-09-09,24.58,33.9,18.22,59.33,0.0,1.45,5.8709,96.48,14.88
2015-09-10,24.83,34.67,16.1,49.67,0.0,2.12,6.3326,96.57,11.68
2015-09-11,24.7,34.6,16.48,55.32,0.06,2.78,6.3,96.82,13.34
2015-09-12,20.58,25.6,16.24,74.24,3.21,4.73,2.3638,97.28,15.36
2015-09-13,19.45,26.56,14.82,65.35,0.47,3.78,3.937,97.44,11.6
2015-09-14,18.57,25.44,13.88,61.6,0.76,4.14,5.8157,97.5,9.9
2015-09-15,19.13,27.05,11.73,66.65,0.03,1.57,5.8445,97.07,11.63
2015-09-16,21.56,31.58,12.66,54.27,0.0,1.94,6.5237,96.53,9.86
2015-09-17,24.07,34.82,14.62,49.56,0.03,1.95,6.7351,96.24,10.44
2015-09-18,26.61,36.86,17.9,45.25,0.0,2.11,5.8822,96.34,11.74
2015-09-19,24.78,33.02,19.96,70.85,0.12,3.73,3.3576,97.0,18.18
2015-09-20,22.95,30.12,18.6,70.74,0.53,4.01,3.5162,97.26,16.58
2015-09-21,22.73,31.2,17.03,63.41,0.12,2.46,5.2488,96.97,14.24
2015-09-22,23.73,34.27,14.7,51.97,0.0,1.74,6.2275,96.63,11.26
2015-09-23,24.8,34.59,16.0,47.21,0.0,2.38,6.7411,96.71,10.78
2015-09-24,23.87,33.01,16.25,54.2,0.0,2.91,6.8652,96.84,12.32
2015-09-25,23.43,32.01,16.92,61.93,0.03,2.75,5.5874,96.76,14.02
2015-09-26,24.03,33.08,16.43,57.4,0.01,2.08,7.2329,96.58,12.67
2015-09-27,25.47,33.79,17.63,57.57,0.01,2.29,6.6929,96.47,14.86
2015-09-28,27.77,37.51,18.74,50.94,0.03,1.85,6.3067,96.22,14.47
2015-09-29,28.19,36.78,20.82,49.28,0.0,2.36,5.6966,96.21,15.25
2015-09-30,25.95,35.2,19.03,52.8,0.03,2.0,7.1736,96.19,12.92
2015-10-01,26.65,37.02,17.27,54.72,0.13,2.21,7.2451,96.05,14.16
2015-10-02,26.81,34.07,21.2,66.21,2.16,2.28,5.1665,96.17,18.71
2015-10-03,27.6,35.47,21.63,63.61,0.69,2.78,6.0398,96.58,18.77
2015-10-04,26.96,35.7,20.45,57.23,0.0,2.71,7.0567,96.85,15.46
2015-10-05,27.1,36.89,17.82,51.82,0.0,2.24,7.4246,96.76,13.57
2015-10-06,26.95,36.49,19.01,48.42,0.0,2.7,7.5178,96.75,12.75
2015-10-07,25.85,36.24,16.49,49.5,0.0,1.99,7.7784,96.7,10.67
2015-10-08,26.92,38.28,15.65,35.7,0.0,2.12,7.8775,96.5,6.04
2015-10-09,28.48,39.21,18.12,37.64,0.0,2.49,7.1803,96.46,9.88
2015-10-10,27.23,36.83,19.13,47.73,0.0,2.37,7.1028,96.47,12.9
2015-10-11,28.34,39.44,17.85,47.36,0.0,2.32,7.5259,96.43,12.22
2015-10-12,27.89,36.88,21.24,61.06,0.0,3.09,5.6448,96.63,17.98
2015-10-13,28.95,38.46,20.32,50.62,0.06,2.51,7.3109,96.43,15.07
2015-10-14,29.67,38.93,21.36,41.75,0.0,2.63,6.6799,96.24,13.72
2015-10-15,29.91,39.41,20.99,40.9,0.0,2.57,6.7154,96.08,13.47
2015-10-16,28.65,38.44,21.43,55.87,0.11,3.38,5.976,96.22,17.23
2015-10-17,26.63,34.29,22.05,65.96,3.56,4.13,4.3954,96.74,18.56
2015-10-18,25.56,32.47,20.83,65.29,1.11,3.92,5.7934,96.88,17.59
2015-10-19,25.19,33.06,19.41,59.49,0.09,3.01,6.4435,96.85,15.38
2015-10-20,24.72,32.62,18.59,59.06,0.14,3.54,7.4179,96.8,14.51
2015-10-21,25.69,33.36,19.75,60.26,0.24,3.04,6.0989,96.53,16.0
2015-10-22,25.53,34.17,18.81,56.95,0.05,3.0,6.8726,96.58,14.29
2015-10-23,25.72,33.39,20.1,59.69,0.27,3.43,6.6989,96.7,15.71
2015-10-24,25.68,34.24,19.54,57.9,0.02,2.91,6.0562,96.71,15.28
2015-10-25,25.85,34.78,18.93,56.9,0.04,2.63,6.7334,96.68,14.96
2015-10-26,26.3,34.87,19.14,57.43,0.05,2.94,6.7121,96.65,15.87
2015-10-27,25.26,33.35,19.83,59.44,0.26,4.13,7.4232,96.78,14.93
2015-10-28,24.63,31.85,19.08,60.08,1.92,3.24,5.8205,96.5,15.41
2015-10-29,26.13,33.86,18.69,54.13,0.58,1.59,6.7495,96.22,14.34
2015-10-30,27.93,35.74,19.83,50.84,0.79,2.12,6.635,96.18,15.53
2015-10-31,30.52,39.77,21.04,45.98,0.03,1.87,7.1978,95.9,15.12
2015-11-01,32.33,42.86,22.49,41.58,0.0,2.04,7.5962,95.65,14.21
2015-11-02,34.29,45.07,23.62,32.69,0.13,1.55,6.8458,95.43,11.93
2015-11-03,24.24,29.75,18.28,61.66,7.27,6.96,2.094,96.46,15.88
2015-11-04,20.81,26.76,16.01,57.76,1.73,5.48,3.9514,97.18,11.22
2015-11-05,20.32,28.38,14.23,55.79,0.09,3.98,7.159,97.27,10.02
2015-11-06,22.0,31.13,14.24,59.52,0.0,2.69,7.9838,96.94,11.93
2015-11-07,23.21,32.38,15.59,54.39,0.01,1.73,7.8871,96.59,11.02
2015-11-08,25.62,36.17,16.2,47.91,0.0,1.98,8.1528,96.43,11.13
2015-11-09,27.65,38.67,17.66,48.89,0.0,2.27,8.3654,96.44,12.86
2015-11-10,28.15,38.47,19.49,49.89,0.0,2.31,8.3532,96.3,13.21
2015-11-11,28.98,39.28,19.69,41.94,0.0,2.32,8.3681,96.13,12.12
2015-11-12,29.72,40.41,19.83,37.41,0.0,2.31,8.4362,96.03,10.62
2015-11-13,31.29,42.06,20.52,37.98,0.0,2.2,8.0453,96.04,12.53
