,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,PS,T2MDEW
2023-09-20,25.36,35.09,17.14,56.07,0.0,1.76,6.4654,96.45,13.81
2023-09-21,26.03,35.17,18.28,53.85,0.0,2.33,6.4039,96.52,14.2
2023-09-22,25.58,35.16,16.61,54.53,0.0,2.13,6.8647,96.54,13.14
2023-09-23,26.37,35.75,17.18,51.4,0.0,2.31,6.5702,96.51,13.63
2023-09-24,27.37,36.11,19.21,53.58,0.0,2.58,6.0242,96.53,15.63
2023-09-25,27.66,36.01,19.61,56.22,0.01,2.25,6.2981,96.38,16.47
2023-09-26,28.49,37.57,20.3,47.38,0.0,2.5,6.2798,96.06,14.68
2023-09-27,27.41,34.93,22.3,52.18,0.14,2.22,2.9078,96.3,15.76
2023-09-28,26.37,34.27,20.65,64.8,0.58,2.69,3.9679,96.53,18.15
2023-09-29,26.92,34.32,21.11,63.39,0.4,2.43,5.0587,96.59,18.31
2023-09-30,28.82,37.36,21.0,51.57,0.02,1.6,6.2062,96.39,16.18
2023-10-01,29.89,40.24,21.91,45.54,1.44,2.99,6.1068,96.35,14.27
2023-10-02,21.71,26.91,17.84,66.85,2.02,5.64,1.8634,97.21,14.96
2023-10-03,21.67,29.74,15.93,60.07,0.09,3.21,6.7397,97.11,12.17
2023-10-04,22.82,32.65,14.31,55.92,0.0,1.94,7.8122,96.86,11.27
2023-10-05,24.98,35.52,14.5,55.04,0.0,1.98,7.6073,96.69,13.1
2023-10-06,27.78,37.2,18.92,54.4,0.0,2.58,6.6528,96.42,15.82
2023-10-07,28.76,38.28,19.99,46.42,0.0,2.15,6.9972,96.17,14.41
2023-10-08,29.3,39.57,21.23,46.9,0.0,2.73,6.7884,96.23,14.99
2023-10-09,27.21,35.27,21.35,61.9,0.01,3.64,5.1511,96.64,17.82
2023-10-10,26.74,35.38,19.46,57.6,0.0,2.64,7.0128,96.55,15.74
2023-10-11,27.64,36.6,20.83,54.72,0.0,2.45,7.301,96.47,15.71
2023-10-12,29.55,39.2,19.94,42.18,0.0,2.65,7.1071,96.15,13.25
2023-10-13,32.19,43.39,21.85,35.91,0.0,2.88,6.7438,95.81,12.09
2023-10-14,29.67,37.58,22.86,45.15,1.19,3.48,5.0794,95.99,15.06
2023-10-15,24.86,32.35,20.09,70.77,3.29,4.62,1.9728,96.37,18.65
2023-10-16,24.37,31.14,20.76,80.14,6.17,2.74,1.5259,96.17,20.32
2023-10-17,23.98,28.05,19.91,83.77,10.11,2.23,2.8843,96.13,20.85
2023-10-18,23.1,29.43,19.6,76.29,4.88,2.58,3.9223,96.55,18.21
2023-10-19,24.66,31.63,18.2,66.17,0.2,2.33,7.3318,96.77,16.97
2023-10-20,24.14,31.65,18.55,67.76,2.2,2.88,6.4819,96.74,16.63
2023-10-21,25.54,34.68,16.42,59.49,0.0,1.26,7.9138,96.28,15.66
2023-10-22,28.3,37.15,20.83,57.47,0.05,2.46,6.0869,95.98,17.96
2023-10-23,27.67,34.23,22.89,70.65,0.06,2.85,4.8643,96.13,21.15
2023-10-24,29.78,38.53,21.96,61.13,0.03,1.11,6.1958,95.91,19.9
2023-10-25,31.12,39.8,24.05,53.67,0.06,3.19,6.2933,96.01,19.04
2023-10-26,26.54,34.55,21.11,66.76,0.14,4.47,3.8542,96.57,19.05
2023-10-27,27.75,37.19,20.53,55.3,0.01,1.72,6.5914,96.37,15.69
2023-10-28,28.89,38.86,20.28,52.18,0.03,1.91,7.0822,96.1,15.9
2023-10-29,28.23,38.42,21.32,60.78,0.94,3.69,5.2538,96.25,18.11
2023-10-30,21.49,26.28,17.21,75.25,10.53,5.49,3.1015,96.76,16.61
2023-10-31,20.47,26.16,15.66,75.07,3.34,3.93,2.7984,96.76,15.59
2023-11-01,21.37,27.84,16.06,70.54,1.35,3.71,2.1998,96.68,15.21
2023-11-02,22.42,28.66,17.46,68.84,0.51,3.6,3.6833,96.77,15.72
2023-11-03,22.65,29.94,17.52,65.8,0.22,3.24,5.4545,96.76,14.84
2023-11-04,23.69,32.71,16.75,61.85,0.04,2.01,6.379,96.57,14.3
2023-11-05,25.39,35.65,16.32,56.95,0.0,1.83,8.142,96.38,14.24
2023-11-06,27.41,37.78,18.12,52.0,0.0,1.75,7.943,96.28,14.61
2023-11-07,30.2,40.01,20.05,50.99,0.1,1.75,7.584,96.03,17.34
2023-11-08,25.12,27.2,22.25,81.73,13.86,2.86,4.5209,96.25,21.68
2023-11-09,24.57,31.3,19.81,74.88,5.95,3.62,4.7882,96.48,19.25
2023-11-10,23.93,31.44,19.1,70.6,2.58,3.16,5.4593,96.7,17.29
2023-11-11,24.73,32.63,18.4,69.8,1.98,1.74,6.9818,96.62,17.9
2023-11-12,26.78,36.55,18.38,61.83,0.01,2.16,8.2018,96.31,17.1
2023-11-13,25.84,34.42,20.14,64.96,0.03,2.73,6.9194,96.55,17.39
2023-11-14,23.94,31.48,18.92,74.47,6.26,3.97,3.1922,96.76,18.4
2023-11-15,22.27,29.87,17.08,68.15,0.99,3.8,4.0387,96.89,15.13
2023-11-16,23.03,31.39,16.48,65.06,0.14,2.06,7.5607,96.75,14.92
2023-11-17,24.22,33.67,16.41,56.51,0.0,1.7,8.6316,96.52,12.73
2023-11-18,26.43,37.34,16.4,53.24,0.0,1.53,8.4206,96.35,13.64
2023-11-19,29.08,39.17,20.46,53.83,0.0,1.94,7.8996,96.15,16.78
2023-11-20,30.37,39.74,22.24,55.79,0.42,1.93,6.9298,96.03,18.62
2023-11-21,31.35,39.3,23.73,54.87,0.81,1.86,7.4801,95.99,19.48
2023-11-22,30.56,37.66,24.26,55.04,1.76,2.78,7.495,96.23,19.58
2023-11-23,30.37,39.24,22.37,53.71,0.07,2.4,8.1446,96.31,18.06
2023-11-24,31.13,39.72,22.43,47.52,0.0,2.4,7.9306,96.12,16.39
2023-11-25,31.35,38.5,24.49,45.42,0.04,2.42,7.8624,96.07,17.16
2023-11-26,30.63,38.34,24.43,48.52,0.01,2.8,7.1146,96.33,17.26
2023-11-27,29.07,37.73,22.35,55.2,0.02,2.51,8.2411,96.35,17.33
2023-11-28,29.9,39.06,20.25,46.41,0.01,2.05,7.5312,95.91,13.92
2023-11-29,32.13,42.09,22.49,42.78,7.7,2.31,7.296,95.64,15.63
2023-11-30,23.68,27.47,20.24,80.17,62.46,4.43,2.8452,96.43,19.89
2023-12-01,22.37,28.64,17.99,74.43,2.84,3.33,6.679,96.63,17.07
2023-12-02,22.77,29.82,16.95,70.69,0.4,1.67,8.4005,96.45,16.45
2023-12-03,23.81,31.13,17.63,64.2,0.0,1.47,8.6177,96.37,15.8
2023-12-04,24.51,32.57,17.21,63.64,0.0,1.19,8.6964,96.28,16.01
2023-12-05,25.85,34.84,16.89,63.22,0.0,1.58,8.7535,96.18,16.63
2023-12-06,25.62,33.73,20.15,68.94,0.72,3.09,7.3598,96.49,18.37
2023-12-07,24.93,32.79,19.49,67.58,4.5,2.64,7.5874,96.51,17.28
2023-12-08,25.74,34.46,18.31,63.75,0.11,1.3,8.1754,96.18,16.74
2023-12-09,27.99,37.73,19.02,59.66,0.01,1.63,8.3426,95.96,17.43
2023-12-10,30.13,39.1,21.87,60.25,0.39,2.13,7.7525,95.91,20.08
2023-12-11,30.89,38.6,23.48,60.55,2.97,2.49,6.3046,95.98,21.24
2023-12-12,30.79,36.72,25.34,63.56,2.97,1.21,5.3906,95.92,22.24
2023-12-13,27.18,31.51,23.46,78.81,34.82,1.59,5.6758,96.08,22.89
2023-12-14,26.31,30.72,22.64,79.96,2.32,1.58,4.9411,96.2,22.3
2023-12-15,27.06,31.11,23.35,76.8,4.37,1.36,6.1908,96.27,22.35
2023-12-16,27.44,34.28,22.66,72.07,8.39,1.5,7.3742,96.14,21.16
2023-12-17,25.23,28.88,22.72,81.89,16.18,1.01,5.5188,96.15,21.69
2023-12-18,26.61,32.47,22.07,75.8,4.95,1.21,6.2412,96.08,21.49
2023-12-19,26.11,30.93,22.2,80.21,8.89,1.99,5.1888,96.13,22.13
2023-12-20,25.11,29.83,20.6,80.39,2.32,2.85,4.4088,96.29,21.2
2023-12-21,25.21,31.78,19.98,72.33,0.03,1.55,7.1846,96.23,19.33
2023-12-22,25.39,31.83,19.78,76.69,2.46,2.21,7.1827,96.42,20.44
2023-12-23,26.26,32.4,21.77,76.16,2.52,2.36,6.607,96.42,21.13
2023-12-24,26.85,33.97,21.49,73.39,3.22,1.65,7.309,96.32,20.88
2023-12-25,27.54,35.19,21.78,69.23,1.39,1.44,7.9346,96.0,20.31
2023-12-26,27.62,35.01,21.75,72.23,3.56,2.0,6.1788,95.88,21.26
2023-12-27,24.28,25.75,22.83,93.16,34.65,3.99,2.627,95.9,23.1
2023-12-28,23.26,26.74,20.5,88.43,34.21,4.19,2.1115,96.0,21.16
2023-12-29,23.95,26.84,21.77,93.85,18.22,3.92,3.2815,95.82,22.89
2023-12-30,23.21,25.44,21.24,93.47,14.77,6.54,3.6151,95.6,22.09
2023-12-31,25.03,29.25,21.89,85.12,0.4,3.45,7.404,96.01,22.2
2024-01-01,25.78,30.78,20.94,81.7,0.76,1.95,7.6853,96.14,22.2
2024-01-02,24.9,28.84,21.87,86.45,6.89,3.48,6.4512,96.26,22.31
2024-01-03,24.34,28.59,21.21,85.96,3.5,3.03,5.9914,96.23,21.66
2024-01-04,24.63,29.59,20.95,84.09,3.07,1.86,6.6866,96.24,21.5
2024-01-05,23.55,28.37,20.37,82.98,1.42,2.55,7.1323,96.45,20.19
2024-01-06,24.14,29.1,19.81,82.49,0.39,1.73,6.3288,96.4,20.68
2024-01-07,24.65,29.73,19.81,79.14,0.08,1.25,7.2545,96.25,20.42
2024-01-08,24.63,29.62,20.43,81.21,1.64,1.72,6.0516,96.16,20.93
2024-01-09,24.18,27.11,21.34,87.19,12.71,1.48,6.2347,96.17,21.77
2024-01-10,25.89,30.64,22.09,86.5,5.98,1.84,5.9414,96.04,23.26
2024-01-11,26.68,31.37,23.59,85.74,3.62,1.59,6.6149,95.93,23.87
2024-01-12,27.0,31.42,23.34,81.66,0.7,1.73,6.9864,96.0,23.3
2024-01-13,26.22,29.41,23.21,84.37,1.44,1.35,6.6581,95.97,23.2
2024-01-14,25.4,28.42,23.25,87.61,2.06,1.6,5.8769,96.01,23.08
2024-01-15,26.85,32.94,22.47,76.94,0.2,1.22,6.9494,95.98,21.83
2024-01-16,28.02,35.32,21.72,72.48,0.06,1.13,7.2168,95.91,21.77
2024-01-17,28.23,34.73,22.34,70.57,0.98,1.38,6.7814,95.85,21.56
2024-01-18,25.8,30.87,21.82,80.59,16.69,2.69,5.2164,95.89,21.9
2024-01-19,22.9,25.99,20.3,89.57,45.86,4.7,3.1202,96.13,21.03
2024-01-20,22.44,26.49,18.68,84.98,3.92,4.21,6.539,96.22,19.67
2024-01-21,22.56,27.08,18.84,79.15,1.0,3.05,7.2386,96.2,18.54
2024-01-22,23.55,29.08,17.35,71.79,0.02,1.66,8.0138,96.25,17.86
2024-01-23,23.64,28.84,18.65,80.76,2.6,2.95,6.9106,96.58,19.77
2024-01-24,23.76,28.35,20.53,82.95,7.1,3.42,6.6744,96.66,20.39
2024-01-25,22.86,27.3,18.87,77.41,5.59,3.17,7.68,96.61,18.21
2024-01-26,23.49,28.76,19.24,78.56,1.12,1.71,6.3739,96.5,19.2
2024-01-27,24.21,30.37,18.26,73.38,0.05,0.99,6.984,96.37,18.61
2024-01-28,24.61,30.84,19.85,76.76,0.76,1.33,6.5155,96.32,19.7
2024-01-29,24.55,30.77,19.84,75.84,0.64,1.73,7.3169,96.37,19.44
2024-01-30,24.19,30.28,18.93,76.8,0.89,2.07,6.1702,96.42,19.32
2024-01-31,24.59,30.74,19.88,77.06,2.84,2.31,6.3245,96.55,19.67
2024-02-01,23.63,28.62,20.2,86.93,52.16,2.99,4.7004,96.66,21.11
2024-02-02,23.01,27.01,19.56,86.29,7.03,2.74,5.9976,96.56,20.45
2024-02-03,22.87,28.38,17.65,81.08,1.42,1.65,7.2413,96.36,19.08
2024-02-04,24.2,29.37,19.08,79.07,0.57,1.17,7.5,96.29,20.01
2024-02-05,25.73,31.63,19.52,73.24,0.05,1.09,7.5785,96.2,20.17
2024-02-06,27.3,34.17,20.83,70.34,0.18,1.56,6.7243,96.07,20.85
2024-02-07,27.98,35.32,21.4,70.56,0.09,1.04,7.8634,96.12,21.27
2024-02-08,28.18,35.15,22.05,68.63,0.22,2.33,7.433,96.23,21.05
2024-02-09,26.25,33.3,20.72,72.44,0.62,2.39,7.6675,96.38,19.88
2024-02-10,26.44,34.78,19.99,67.69,0.42,1.55,8.1746,96.31,18.56
2024-02-11,25.9,32.76,19.79,78.64,9.81,3.19,6.2347,96.6,21.35
2024-02-12,23.86,28.87,20.48,81.04,14.79,4.05,5.5224,96.68,20.07
2024-02-13,23.99,29.52,19.84,79.05,3.79,1.88,7.7623,96.47,19.71
2024-02-14,24.43,30.53,18.62,73.31,0.2,1.45,8.0974,96.24,18.85
2024-02-15,25.9,32.65,19.12,62.72,0.0,0.82,8.1511,96.0,17.49
2024-02-16,27.77,36.24,19.85,61.3,0.0,2.07,8.029,95.85,18.69
2024-02-17,28.59,37.28,21.37,65.12,0.01,1.85,7.9133,96.07,20.26
2024-02-18,27.17,33.72,22.58,72.13,3.53,2.71,7.6032,96.31,20.72
2024-02-19,25.96,32.1,21.79,77.34,6.87,4.03,7.4095,96.34,21.09
2024-02-20,25.33,32.43,19.81,67.94,0.22,2.95,7.9867,96.31,17.69
2024-02-21,26.24,34.18,20.58,67.48,0.0,2.1,7.9555,96.13,18.4
2024-02-22,26.12,34.35,19.47,66.48,0.0,1.96,7.4146,96.11,18.12
2024-02-23,26.56,35.08,18.85,64.61,0.01,1.79,7.8662,96.21,17.34
2024-02-24,28.42,36.43,22.16,68.25,0.04,1.72,7.235,96.24,20.72
2024-02-25,29.5,37.9,23.44,66.27,0.91,1.67,7.3058,96.08,21.04
2024-02-26,28.59,36.21,22.91,69.13,1.47,2.83,6.8777,96.06,21.28
2024-02-27,24.27,29.18,21.26,87.36,44.13,4.72,3.6269,96.44,21.87
2024-02-28,21.94,26.39,17.76,81.24,4.4,4.13,4.6589,96.62,18.38
2024-02-29,22.42,27.75,18.52,78.28,3.33,3.07,6.0744,96.48,18.09
2024-03-01,23.22,28.72,18.24,79.39,1.19,2.27,7.1088,96.45,19.03
2024-03-02,24.82,30.13,20.83,84.3,5.58,1.95,6.1903,96.41,21.72
2024-03-03,25.19,31.42,20.7,75.06,0.37,1.23,7.229,96.33,19.8
2024-03-04,25.66,32.32,20.01,77.46,0.55,1.36,7.255,96.12,20.9
2024-03-05,27.25,33.93,21.41,74.69,1.66,1.14,7.3766,96.02,21.83
2024-03-06,29.12,36.17,22.5,68.58,0.01,1.59,7.1623,96.07,21.98
2024-03-07,29.33,35.11,24.85,69.38,0.11,1.4,6.5542,96.21,22.49
2024-03-08,29.36,36.39,23.96,67.61,0.21,1.09,7.2715,96.23,21.69
2024-03-09,28.96,35.65,23.37,63.59,1.25,2.42,6.4056,96.25,20.57
2024-03-10,27.03,33.42,22.69,75.44,4.02,3.27,6.7087,96.31,21.6
2024-03-11,25.82,30.73,23.07,79.47,5.8,4.29,5.3736,96.31,21.67
2024-03-12,27.87,35.34,21.91,70.46,2.62,2.85,5.4334,96.15,21.02
2024-03-13,27.39,32.47,23.67,81.0,13.27,1.49,6.853,96.15,23.51
2024-03-14,27.09,32.81,23.64,80.13,3.1,2.78,6.917,96.2,23.03
2024-03-15,25.7,29.62,23.06,83.0,4.74,1.36,4.2029,96.58,22.4
2024-03-16,26.45,32.15,22.6,78.28,1.81,1.25,5.6227,96.56,21.8
2024-03-17,26.4,32.66,21.55,74.89,0.38,1.75,6.2465,96.51,20.99
2024-03-18,25.7,32.18,20.65,74.13,0.6,1.87,5.3158,96.54,20.08
2024-03-19,25.69,32.32,20.64,75.12,0.24,1.85,6.3334,96.43,20.3
2024-03-20,25.76,33.37,20.02,71.6,0.14,2.18,6.5438,96.5,19.13
2024-03-21,25.31,32.61,21.0,75.39,1.17,3.07,5.8934,96.58,19.87
2024-03-22,24.74,31.11,20.41,74.52,9.66,3.13,6.533,96.43,19.1
2024-03-23,23.64,27.84,21.03,85.29,42.95,3.03,6.1114,96.36,20.76
2024-03-24,23.41,27.22,20.82,87.33,22.59,2.46,5.2915,96.53,21.05
2024-03-25,23.58,27.2,21.28,91.62,68.55,2.84,3.8232,96.67,22.07
2024-03-26,23.31,27.04,20.89,92.69,97.65,2.94,4.4926,96.64,22.02
2024-03-27,23.18,26.79,20.6,91.07,12.37,2.53,4.5187,96.67,21.57
2024-03-28,22.67,26.82,19.69,89.25,4.38,1.95,3.9624,96.6,20.73
2024-03-29,22.44,27.11,18.77,85.02,1.22,1.47,5.947,96.46,19.65
2024-03-30,22.07,26.0,18.48,89.59,5.31,2.1,4.5149,96.63,20.17
2024-03-31,21.95,25.93,18.8,87.55,3.19,3.09,5.8346,96.8,19.63
2024-04-01,21.93,26.5,17.48,89.2,0.55,2.57,5.9158,96.71,19.95
2024-04-02,23.28,27.5,19.92,89.27,0.51,2.06,5.0249,96.5,21.29
2024-04-03,23.43,27.61,20.13,88.49,0.18,1.5,6.0355,96.41,21.29
2024-04-04,23.63,27.93,20.19,88.16,0.09,1.31,4.9162,96.46,21.48
2024-04-05,24.45,29.69,20.34,84.37,0.08,0.74,6.2256,96.4,21.43
2024-04-06,24.34,28.38,20.99,85.21,1.2,1.26,5.7161,96.41,21.59
2024-04-07,23.76,27.99,21.15,90.07,10.32,2.29,3.498,96.46,21.94
2024-04-08,23.65,27.96,21.18,90.55,12.18,2.41,3.5654,96.38,21.92
2024-04-09,24.74,29.75,20.97,85.44,2.72,1.07,5.6206,96.1,21.98
2024-04-10,26.03,31.64,21.89,80.93,2.78,1.98,5.7014,95.97,22.33
2024-04-11,21.26,24.63,19.18,84.82,4.02,3.16,2.2351,96.59,18.51
2024-04-12,20.08,24.36,17.33,85.81,3.58,3.62,2.4017,96.87,17.48
2024-04-13,19.97,24.04,16.13,84.28,1.23,2.05,2.5339,96.84,17.1
2024-04-14,20.69,24.8,17.65,84.27,0.17,1.73,3.6276,96.93,17.81
2024-04-15,20.52,24.98,17.27,85.86,0.19,1.92,4.7657,96.99,17.91
2024-04-16,20.39,25.39,16.27,81.19,0.05,1.88,5.5286,96.92,16.81
2024-04-17,21.19,26.29,16.89,80.87,0.0,1.78,4.8631,96.9,17.57
2024-04-18,22.81,27.9,18.0,81.86,0.06,1.63,5.2735,96.85,19.42
2024-04-19,23.12,28.09,18.66,84.52,0.03,1.73,5.5104,96.71,20.17
2024-04-20,22.64,27.72,18.49,78.93,0.05,1.42,6.0972,96.58,18.55
2024-04-21,21.55,27.09,16.41,75.8,0.0,1.09,6.1726,96.54,16.75
2024-04-22,21.06,27.47,14.44,72.74,0.0,0.99,6.293,96.54,15.54
2024-04-23,22.3,28.82,14.54,69.57,0.0,0.8,6.2491,96.54,16.06
2024-04-24,22.54,28.28,16.77,72.08,0.0,1.2,5.7391,96.57,16.97
2024-04-25,22.31,28.67,16.14,76.01,0.0,1.15,5.6736,96.48,17.48
2024-04-26,21.71,27.25,18.08,84.32,2.72,1.58,4.8374,96.6,18.74
2024-04-27,21.05,25.51,18.2,84.58,5.36,3.35,4.7431,96.91,18.09
2024-04-28,19.4,24.3,16.19,78.84,2.7,3.61,3.5222,97.02,15.2
2024-04-29,19.56,24.87,15.39,78.1,1.15,1.82,5.8231,96.84,15.29
2024-04-30,20.33,26.77,13.36,69.9,0.0,1.04,5.8409,96.55,14.26
2024-05-01,21.45,28.1,14.13,60.42,0.0,1.3,5.9383,96.43,12.63
2024-05-02,20.15,27.36,15.01,66.37,0.0,1.74,5.9376,96.63,13.11
2024-05-03,20.43,27.05,13.97,83.71,0.97,1.9,5.2802,96.96,17.61
2024-05-04,20.99,26.53,17.51,83.14,2.04,2.21,5.2099,96.97,17.7
2024-05-05,21.58,27.13,15.94,73.56,0.11,1.05,5.4929,96.76,16.24
2024-05-06,21.42,28.35,14.43,69.13,0.0,0.9,5.7403,96.65,14.89
2024-05-07,20.78,28.21,14.42,72.04,0.0,1.0,5.6674,96.85,14.71
2024-05-08,21.02,27.7,16.04,77.86,0.0,1.09,5.6472,96.89,16.43
2024-05-09,21.08,26.7,17.29,77.88,0.0,1.43,5.0136,96.78,16.63
2024-05-10,21.35,28.04,14.53,68.72,0.0,0.7,5.5894,96.58,14.71
2024-05-11,22.17,29.83,14.46,65.38,0.04,1.24,5.539,96.56,14.74
2024-05-12,21.81,28.29,16.35,71.31,0.31,1.29,4.633,96.72,15.88
2024-05-13,20.4,26.23,16.43,81.05,2.64,1.64,4.2977,96.85,16.58
2024-05-14,20.0,24.4,16.9,85.96,10.29,2.42,3.7248,96.95,17.33
2024-05-15,19.76,24.71,16.55,82.05,4.34,2.75,4.8982,97.0,16.3
2024-05-16,19.61,24.33,16.39,87.87,8.06,2.3,4.8538,97.0,17.36
2024-05-17,20.59,25.44,16.25,78.85,1.22,1.33,4.8247,96.87,16.51
2024-05-18,19.61,26.09,14.24,76.99,0.0,1.47,5.2169,96.91,15.05
2024-05-19,19.05,24.67,14.55,86.11,1.93,1.92,4.6718,97.05,16.68
2024-05-20,19.38,25.04,15.8,84.78,5.02,2.18,4.3296,97.13,16.54
2024-05-21,19.04,24.85,14.72,80.76,0.4,1.79,4.5173,97.18,15.38
2024-05-22,19.58,25.48,13.83,81.08,0.02,1.5,4.6884,97.15,15.91
2024-05-23,19.52,25.74,14.99,81.76,0.03,1.61,4.2914,96.98,16.08
2024-05-24,19.32,25.67,13.29,80.7,0.02,1.18,4.8377,96.94,15.57
2024-05-25,20.1,25.5,15.82,78.94,0.06,1.41,3.7822,97.0,16.2
2024-05-26,20.59,26.38,14.62,69.15,0.0,1.2,4.871,96.96,14.3
2024-05-27,19.49,26.42,14.63,72.36,0.0,1.73,4.9546,97.19,13.83
2024-05-28,18.79,24.69,14.19,82.2,0.42,1.94,3.6842,97.3,15.5
2024-05-29,19.33,24.28,15.55,84.36,0.67,1.31,2.7286,97.06,16.41
2024-05-30,20.42,26.84,14.93,74.15,0.03,0.92,4.4719,96.79,15.13
2024-05-31,20.77,28.39,14.15,68.4,0.0,1.64,4.889,96.69,14.05
2024-06-01,21.11,29.01,14.29,65.92,0.0,1.77,4.7321,96.63,13.79
2024-06-02,21.44,29.5,15.01,66.78,0.0,1.58,4.3956,96.48,14.34
2024-06-03,22.05,30.6,15.1,67.68,0.01,2.11,4.2826,96.29,15.12
2024-06-04,21.53,28.67,16.48,46.5,0.01,1.78,4.6438,96.45,7.82
2024-06-05,21.66,30.21,14.34,42.57,0.0,1.04,4.7904,96.49,7.37
2024-06-06,22.32,31.65,15.14,57.8,0.03,1.81,4.6236,96.53,12.97
2024-06-07,22.54,32.08,16.74,48.64,0.0,2.64,4.5902,96.71,10.35
2024-06-08,18.92,24.29,14.89,70.77,1.74,4.71,3.491,97.42,13.15
2024-06-09,17.51,22.85,13.32,66.34,0.09,3.85,4.2209,97.63,10.7
2024-06-10,16.82,21.67,12.37,70.69,0.07,2.93,3.6907,97.67,11.06
2024-06-11,16.9,22.38,11.46,69.78,0.19,2.77,4.061,97.54,10.88
2024-06-12,17.34,24.44,11.52,70.35,0.07,1.86,3.923,97.33,11.09
2024-06-13,17.33,25.34,11.12,66.64,0.0,1.87,4.8859,97.18,10.29
2024-06-14,16.95,24.73,11.02,70.69,0.05,2.53,4.8578,97.17,10.9
2024-06-15,18.19,24.13,13.1,79.57,1.44,2.99,4.0178,97.0,14.42
2024-06-16,18.97,24.67,15.4,81.64,0.56,2.2,3.5573,97.08,15.36
2024-06-17,18.52,24.36,14.03,71.63,0.1,1.54,3.8292,97.1,12.81
2024-06-18,19.27,26.68,12.01,60.0,0.0,1.03,4.4798,96.83,10.49
2024-06-19,21.08,28.86,13.1,54.3,0.0,1.35,4.7131,96.7,10.48
2024-06-20,20.69,29.2,14.53,61.02,0.01,1.62,4.5653,97.08,11.62
2024-06-21,19.5,25.46,15.66,76.37,0.69,2.25,3.7558,97.32,14.64
2024-06-22,19.02,24.94,14.67,75.65,0.91,2.15,3.7848,97.24,14.0
2024-06-23,18.9,25.0,14.13,78.93,1.14,3.03,3.0509,97.35,14.66
2024-06-24,18.19,22.79,15.21,82.2,4.01,3.45,2.2745,97.38,14.8
2024-06-25,17.88,22.32,14.3,80.32,2.78,2.7,2.9662,97.28,14.12
2024-06-26,18.21,23.75,15.63,76.43,1.89,3.1,3.599,97.25,13.39
2024-06-27,18.36,23.77,15.15,85.28,6.34,3.33,2.045,97.37,15.6
2024-06-28,17.53,23.28,13.71,75.08,1.86,2.82,3.6643,97.35,12.45
2024-06-29,17.67,24.15,12.52,70.13,0.06,1.48,3.0353,97.06,11.39
2024-06-30,18.48,25.65,11.53,62.79,0.0,1.07,4.3826,96.9,10.54
2024-07-01,18.39,26.2,12.08,66.39,0.0,1.1,4.5938,97.03,11.3
2024-07-02,18.11,25.4,12.35,71.51,0.0,1.35,4.6927,97.02,12.15
2024-07-03,19.09,26.09,12.79,66.03,0.0,0.89,4.7791,96.8,11.7
2024-07-04,20.2,28.95,12.1,52.19,0.0,1.44,4.8732,96.65,8.7
2024-07-05,19.29,28.59,12.91,51.55,0.0,1.72,4.7446,96.65,7.9
2024-07-06,17.55,27.31,11.23,45.25,0.0,2.4,4.909,96.75,3.91
2024-07-07,17.35,26.05,10.58,58.01,0.0,1.1,4.9066,96.68,8.26
2024-07-08,20.39,32.02,10.9,37.72,0.0,2.09,4.943,96.3,3.47
2024-07-09,15.87,24.03,11.25,38.26,0.0,3.16,4.9985,96.86,0.53
2024-07-10,17.61,27.03,8.9,45.3,0.0,1.2,5.0314,97.04,4.71
2024-07-11,18.55,28.2,10.5,58.23,0.0,1.4,5.0604,96.96,9.02
2024-07-12,19.16,29.0,11.36,57.93,0.0,1.8,5.0412,96.86,9.1
2024-07-13,20.19,29.96,12.2,60.61,0.0,1.96,4.933,96.86,11.33
2024-07-14,20.65,30.6,13.12,56.93,0.0,1.72,4.9613,96.81,10.3
2024-07-15,20.59,30.74,12.88,51.57,0.0,1.59,4.9946,96.78,8.74
2024-07-16,20.11,28.6,14.16,51.21,0.0,1.31,4.9442,96.85,8.53
2024-07-17,19.62,28.83,11.9,55.74,0.0,1.45,5.0285,96.91,9.28
2024-07-18,20.22,28.58,13.8,59.69,0.0,1.27,5.0803,96.94,11.28
2024-07-19,20.62,30.27,12.59,55.95,0.0,1.32,5.1329,96.7,9.79
2024-07-20,20.81,30.59,12.96,50.52,0.0,1.28,5.1084,96.64,8.73
2024-07-21,20.76,30.74,13.35,57.06,0.0,1.55,4.903,96.79,10.34
2024-07-22,20.43,29.2,14.96,62.85,0.0,0.99,4.8478,97.02,11.47
2024-07-23,20.22,29.21,13.79,55.81,0.0,1.41,4.9253,97.15,10.05
2024-07-24,20.43,30.4,12.86,59.48,0.0,1.2,4.9992,96.88,10.47
2024-07-25,21.43,32.43,13.64,44.8,0.0,1.72,4.8982,96.57,6.65
2024-07-26,20.55,28.59,14.09,71.12,0.0,1.36,4.4741,96.73,14.35
2024-07-27,20.77,30.11,13.52,59.17,0.0,1.66,4.8348,96.68,11.21
2024-07-28,22.42,33.39,14.53,42.53,0.0,2.15,4.8946,96.39,7.32
2024-07-29,21.92,31.41,15.47,38.7,0.0,2.49,4.9656,96.47,4.64
2024-07-30,21.44,28.88,15.09,74.01,0.0,1.78,4.4179,96.75,15.76
2024-07-31,21.06,28.22,15.88,72.28,0.0,2.05,3.8342,97.04,14.85
2024-08-01,19.99,27.86,14.98,69.49,0.0,2.34,4.2955,97.29,13.11
