,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,PS,T2MDEW
2017-04-19,20.0388257142857,25.76,13.8,78.0,0.0,1.13,6.0391,96.61,15.75
2017-04-20,20.108945270562764,25.14,14.9,79.4,0.0,1.19,5.7804,96.64,16.38
2017-04-21,20.124813751803746,25.05,14.62,83.01,0.18,1.23,5.4394,96.73,17.15
2017-04-22,19.83731353174603,24.07,16.03,84.31,0.47,1.85,4.9073,96.81,17.24
2017-04-23,19.566538293650787,24.37,15.49,86.85,2.72,1.54,3.9077,96.69,17.21
2017-04-24,18.094479642857138,21.25,15.64,90.85,29.3,1.55,1.3178,96.8,16.71
2017-04-25,18.038728055555556,22.35,14.41,85.57,2.72,2.45,5.3657,96.95,15.45
2017-04-26,18.437019217171724,22.63,15.63,89.14,3.1,2.72,4.4342,97.03,16.62
2017-04-27,18.387384888167386,23.09,14.93,86.46,0.68,1.67,4.8593,97.11,16.03
2017-04-28,18.123967301587303,23.44,13.44,86.9,0.25,1.97,5.4142,97.14,15.78
2017-04-29,19.561485039682545,24.51,15.57,89.57,9.05,2.36,4.7021,97.04,17.87
2017-04-30,20.305383174603186,24.54,16.88,91.22,6.86,2.2,3.2474,96.99,18.79
2017-05-01,20.15902877705629,23.87,17.53,91.81,8.74,2.57,4.1374,97.0,18.49
2017-05-02,19.14225817460317,22.91,16.33,89.89,2.07,2.44,4.691,97.07,17.37
2017-05-03,18.272876158008657,23.01,14.4,85.06,0.26,1.79,5.1682,96.94,15.54
2017-05-04,19.09791452380952,24.15,15.15,82.88,0.52,1.19,4.9358,96.88,15.89
2017-05-05,19.340621254301254,24.57,14.47,84.86,0.02,1.18,5.2694,96.88,16.69
2017-05-06,19.04109099567099,24.86,13.0,79.12,0.0,1.17,5.7218,96.85,15.29
2017-05-07,19.41708380952381,26.21,12.69,76.44,0.0,0.94,5.7024,96.8,14.87
2017-05-08,19.039334137806637,24.41,13.98,78.64,0.0,1.41,5.5166,96.96,15.06
2017-05-09,18.81430174603175,23.6,15.39,88.36,1.7,1.56,5.2037,96.93,16.8
2017-05-10,19.1994312987013,24.4,14.29,86.59,0.25,1.65,5.0573,96.85,16.63
2017-05-11,19.819149285714282,25.13,15.0,86.1,0.07,1.31,4.7026,96.79,17.17
2017-05-12,20.569444838494842,26.11,14.84,84.31,0.16,1.34,4.6987,96.72,17.28
2017-05-13,18.679654960317464,22.29,16.01,91.66,6.61,1.63,2.1442,96.83,17.54
2017-05-14,18.74634753968254,23.59,15.04,86.21,0.21,1.45,3.137,96.82,15.92
2017-05-15,20.948336892446637,25.69,17.31,89.07,4.04,1.05,3.817,96.71,18.8
2017-05-16,19.986083412698417,24.22,16.35,87.7,1.21,1.68,3.8261,96.79,17.75
2017-05-17,19.80556563492063,25.36,14.32,77.72,0.0,1.07,5.1065,96.73,15.38
2017-05-18,19.300274606782114,25.34,14.35,76.59,0.0,1.43,5.0249,96.85,14.69
2017-05-19,18.05387742063493,23.75,13.09,80.34,0.01,1.63,4.7762,97.23,14.41
2017-05-20,17.654596825396826,23.14,12.94,83.31,0.27,1.6,5.0688,97.31,14.59
2017-05-21,17.504883268398263,23.29,11.75,84.48,0.25,1.35,4.6006,97.1,15.03
2017-05-22,18.74747111111112,23.69,14.07,81.27,0.27,1.08,4.4179,96.97,15.53
2017-05-23,18.77197892857143,24.63,12.99,80.9,0.0,0.97,4.8482,96.92,15.2
2017-05-24,19.502352460317454,26.01,13.05,80.91,0.0,0.88,5.1739,96.71,15.84
2017-05-25,19.611634300144303,26.16,13.71,71.27,0.0,1.43,5.1972,96.52,13.74
2017-05-26,18.515646071428577,25.4,11.84,66.75,0.0,1.09,5.0158,96.5,12.05
2017-05-27,19.557285230880233,26.53,12.98,68.2,0.0,1.46,4.9553,96.43,13.25
2017-05-28,19.368499999999997,24.88,14.68,74.66,0.63,2.14,4.3397,96.77,14.54
2017-05-29,18.02542297619048,21.62,15.71,88.57,5.53,3.59,3.4394,97.37,15.9
2017-05-30,16.995513253968248,21.05,14.42,87.11,0.69,2.75,3.0547,97.45,14.72
2017-05-31,17.231995584415582,22.19,13.7,81.62,0.27,1.26,4.9003,97.28,14.18
2017-06-01,17.71729079365079,23.95,11.71,75.36,0.0,1.05,5.0064,97.14,13.1
2017-06-02,16.73221206349206,22.85,10.68,72.14,0.0,1.33,5.005,97.14,11.43
2017-06-03,17.00925471861472,22.87,11.16,84.44,0.25,1.41,4.0512,97.11,14.21
2017-06-04,18.223821017316023,23.44,13.6,81.83,0.13,0.79,4.8487,96.97,14.95
2017-06-05,17.145844816017313,23.38,10.85,80.71,0.0,1.35,4.955,97.02,13.72
2017-06-06,17.324242049062054,22.78,11.87,84.2,0.12,1.44,4.2828,97.12,14.89
2017-06-07,17.998383993506494,23.56,12.62,79.99,0.06,0.82,4.5082,96.92,14.15
2017-06-08,18.525662142857144,25.32,12.05,70.7,0.0,1.32,4.8576,96.66,12.93
2017-06-09,18.390407431457437,23.0,14.21,82.23,5.29,2.53,3.4745,97.11,15.39
2017-06-10,18.205623452380948,21.57,16.03,91.12,5.32,3.04,2.4629,97.21,16.66
2017-06-11,18.132994451659453,22.13,15.33,91.59,4.11,1.59,3.041,97.0,16.62
2017-06-12,20.22404799783549,25.83,15.33,81.1,0.37,0.85,4.613,96.83,16.48
2017-06-13,20.415657738095238,26.36,14.38,74.85,0.0,0.82,4.6466,96.72,15.49
2017-06-14,20.188722777777784,26.26,14.23,76.67,0.0,0.97,4.3358,96.78,15.65
2017-06-15,20.300190616883114,25.79,15.63,79.31,0.07,0.68,3.9787,96.79,16.46
2017-06-16,18.380577626262628,23.26,14.78,87.94,2.47,1.88,3.1145,97.03,16.62
2017-06-17,18.429007907647907,22.46,15.91,90.44,6.38,1.78,3.4394,97.03,16.64
2017-06-18,18.021776316738816,22.6,14.61,87.61,1.25,1.4,2.6184,97.09,15.77
2017-06-19,16.93760869047619,21.36,13.28,87.41,2.13,1.7,3.4486,97.18,14.69
2017-06-20,16.58989821428572,22.17,11.25,79.83,0.0,1.18,4.3613,97.03,12.86
2017-06-21,16.676233380230883,22.31,11.74,78.57,0.0,1.68,4.4196,96.99,12.61
2017-06-22,16.932135357142855,23.02,11.28,71.52,0.0,1.21,4.4878,96.92,11.47
2017-06-23,17.385292976190474,24.29,11.08,65.66,0.0,1.53,4.7234,96.98,10.32
2017-06-24,17.236271865079367,22.54,12.59,84.1,0.03,2.43,3.7378,97.23,14.31
2017-06-25,17.433402471139974,21.68,13.96,88.26,5.1,1.79,2.5771,97.2,15.37
2017-06-26,16.835068333333332,21.82,12.83,86.19,2.11,1.67,4.0104,97.28,14.28
2017-06-27,16.88952365079366,21.41,12.85,86.89,8.0,1.72,3.0814,97.23,14.62
2017-06-28,17.553181111111112,23.47,11.86,76.6,0.01,0.93,4.6507,96.99,13.3
2017-06-29,18.557486749639253,25.09,12.62,79.35,0.01,1.44,4.621,97.1,14.16
2017-06-30,17.750713979076483,22.54,13.67,86.32,1.03,1.53,3.6149,97.27,15.37
2017-07-01,17.230736439393937,22.23,12.7,87.36,2.71,1.34,3.6492,97.06,14.86
2017-07-02,17.013513333333332,21.88,13.4,82.05,1.78,1.78,4.0774,97.02,13.64
2017-07-03,16.939720158730157,21.74,12.89,81.29,1.26,1.44,2.8927,97.07,13.48
2017-07-04,16.63296900793651,20.89,12.85,88.25,6.72,2.1,2.3398,97.23,14.56
2017-07-05,16.72113634920635,21.87,12.82,84.95,2.12,1.84,3.5731,97.31,13.81
2017-07-06,17.006194404761903,21.99,12.92,86.84,5.95,1.71,2.5186,97.35,14.57
2017-07-07,17.18525910173161,22.85,12.09,85.81,0.35,1.56,3.6564,97.37,14.65
2017-07-08,18.26395643217893,23.96,12.63,81.98,0.82,1.49,4.5202,97.21,15.04
2017-07-09,18.837137460317457,24.77,13.04,79.2,0.07,1.1,4.512,96.94,15.14
2017-07-10,19.76908884920634,26.26,13.5,73.96,0.0,1.31,4.4782,96.81,14.78
2017-07-11,19.006463185425684,24.84,14.24,72.93,0.0,1.51,4.5007,96.99,13.84
2017-07-12,18.11229212481963,24.07,12.83,75.45,0.0,1.57,4.266,97.22,13.13
2017-07-13,17.517872709235213,23.88,11.61,75.75,0.0,1.06,4.7866,97.05,12.9
2017-07-14,17.89851293650794,24.69,11.32,66.71,0.0,1.25,4.7998,97.01,11.44
2017-07-15,17.631135634920632,24.71,11.08,68.55,0.0,1.66,5.0393,96.88,11.33
2017-07-16,18.343331474358973,26.34,11.53,62.5,0.0,1.81,5.0976,96.71,10.43
2017-07-17,18.1769126984127,24.71,12.25,69.77,0.16,2.66,4.6094,97.06,12.18
2017-07-18,18.108008333333334,22.84,14.56,86.72,1.22,2.82,2.6388,97.39,15.68
2017-07-19,17.975773759018754,23.19,13.79,82.87,0.13,1.13,3.6139,97.26,14.76
2017-07-20,17.704147687590183,23.43,13.27,78.06,0.53,0.96,4.3399,96.97,13.37
2017-07-21,16.7584325,22.89,11.55,71.03,0.0,1.39,5.1103,96.98,10.64
2017-07-22,16.242887857142847,23.29,8.29,66.58,0.0,0.98,5.2363,96.88,9.4
2017-07-23,17.113257658730166,25.37,9.99,68.28,0.22,1.19,5.0774,96.85,10.57
2017-07-24,17.397254920634918,22.79,13.44,85.08,2.14,1.86,3.9264,97.22,14.53
2017-07-25,17.185629722222224,22.09,12.96,79.44,1.74,1.36,4.5866,97.21,13.59
2017-07-26,17.614173582251084,23.91,12.36,75.54,0.23,1.34,4.8082,97.08,12.48
2017-07-27,16.10377216450216,22.95,9.88,79.65,0.15,2.19,4.3946,97.31,12.31
2017-07-28,17.504826479076474,22.14,13.91,87.18,11.72,2.82,3.0127,97.39,15.17
2017-07-29,17.92180405844156,23.23,14.03,83.42,3.85,2.03,3.1759,97.38,14.76
2017-07-30,18.180317658730164,23.8,13.77,83.06,0.87,2.06,5.0686,97.32,15.02
2017-07-31,18.473799246031753,22.86,15.79,88.21,8.4,3.07,2.7612,97.38,16.5
2017-08-01,18.02648773809524,23.4,13.05,82.64,3.37,2.91,2.0952,97.43,14.77
2017-08-02,16.84098468253968,23.14,11.08,75.87,0.03,1.45,5.1173,97.39,12.25
2017-08-03,17.60944558441558,23.89,12.45,69.54,0.0,1.2,5.3359,97.24,11.52
2017-08-04,17.47727253968254,23.35,12.19,77.18,0.12,0.95,4.9536,97.07,13.12
2017-08-05,19.17230301587301,25.73,13.21,65.92,0.0,0.91,5.0124,96.9,12.4
2017-08-06,19.27531911616162,26.92,12.73,62.23,0.0,1.61,5.2675,96.92,11.36
2017-08-07,18.302465429292933,24.35,13.15,73.28,0.11,1.84,4.5245,97.17,13.0
2017-08-08,17.24628888888889,23.14,12.59,81.37,1.66,1.92,4.5638,97.32,13.58
2017-08-09,16.94414110750361,22.73,12.62,80.18,1.15,2.31,4.4177,97.39,12.97
2017-08-10,16.92239684704185,23.07,10.77,79.06,0.48,1.65,3.3562,97.25,12.84
2017-08-11,18.5762230952381,24.45,12.97,74.15,0.13,1.05,5.1912,97.18,13.58
2017-08-12,19.47357897546898,26.14,13.75,75.71,0.07,1.15,5.3381,97.08,14.46
2017-08-13,19.70657147546898,25.89,15.04,77.12,0.35,1.02,4.9685,97.01,14.97
2017-08-14,19.24481195526696,25.85,13.7,74.81,0.0,1.31,5.5526,97.11,14.02
2017-08-15,19.36514833333333,26.23,12.61,67.99,0.0,1.01,5.8462,96.85,12.8
2017-08-16,19.461295714285708,27.65,11.68,62.17,0.0,1.85,5.4991,96.34,11.32
2017-08-17,21.54569623015873,30.49,14.26,53.24,0.0,2.78,5.6052,96.05,10.63
2017-08-18,18.9429923015873,24.78,14.35,60.99,0.0,3.84,4.8149,96.61,10.86
2017-08-19,17.51282194444444,23.49,13.2,74.09,0.02,3.92,4.2504,97.3,12.47
2017-08-20,17.420930476190478,22.92,13.37,73.96,0.04,3.17,5.1401,97.41,12.12
2017-08-21,17.3166521031746,23.29,12.59,74.46,0.04,1.98,3.9859,97.12,11.97
2017-08-22,17.315679682539688,25.49,9.93,64.72,0.0,1.15,5.8668,96.6,10.36
2017-08-23,20.109040436507943,29.71,12.15,58.07,0.0,2.19,6.0113,96.29,9.85
2017-08-24,20.92493662698412,28.6,13.73,70.29,0.01,1.14,5.2997,96.43,14.69
2017-08-25,21.551432038239533,29.06,15.97,69.08,0.0,1.45,4.4674,96.56,15.09
2017-08-26,19.994491587301592,26.79,14.94,76.32,0.0,2.37,4.2264,96.96,15.02
2017-08-27,19.7363649919525,26.19,15.18,77.11,0.0,2.01,4.6046,97.12,14.95
2017-08-28,18.969090476190477,24.98,14.11,76.79,0.0,2.66,3.6163,97.22,14.25
2017-08-29,18.023240873015883,24.8,12.72,73.25,0.01,1.71,5.387,96.97,12.36
2017-08-30,18.6761875,26.73,10.95,59.85,0.0,1.04,6.5856,96.75,9.53
2017-08-31,18.824282539682535,26.52,12.72,64.34,0.0,1.73,6.089,96.92,10.94
2017-09-01,19.65583297619048,30.02,10.65,68.33,0.01,1.63,6.2278,96.79,11.96
2017-09-02,19.351253293650792,25.61,15.54,76.17,0.21,3.1,3.6302,97.0,14.36
2017-09-03,18.587027738095234,25.86,13.07,69.72,0.27,3.11,5.449,97.14,12.15
2017-09-04,17.702655638528142,24.38,12.68,73.94,0.12,2.61,4.7851,97.33,12.15
2017-09-05,18.318416006493507,26.01,11.47,69.54,0.01,1.15,5.5255,97.16,11.85
2017-09-06,20.795398690476194,29.44,12.36,64.31,0.0,1.58,6.5527,96.85,12.98
2017-09-07,22.028400992063485,30.56,14.66,66.11,0.0,1.39,6.3802,96.73,14.28
2017-09-08,22.20654499999999,31.08,14.5,66.47,0.0,1.52,6.3888,96.74,14.31
2017-09-09,21.353489960317457,30.02,13.97,65.1,0.0,1.33,6.9602,96.8,13.05
2017-09-10,21.174981865079374,30.14,13.36,69.03,0.0,1.28,6.7363,96.76,13.99
2017-09-11,22.679032673160172,31.11,16.26,67.98,0.0,1.49,6.3158,96.67,15.1
2017-09-12,21.68229222222223,30.81,13.79,63.22,0.0,1.57,6.8242,96.71,13.0
2017-09-13,23.062486500721505,32.03,13.92,56.35,0.0,1.51,6.8086,96.67,12.49
2017-09-14,23.55442462481963,32.83,15.52,54.05,0.0,1.27,6.5789,96.56,12.17
2017-09-15,22.330147341269836,30.97,15.2,66.63,0.0,2.25,5.8694,96.68,14.9
2017-09-16,23.340514199134212,32.24,15.87,58.31,0.0,1.12,6.6394,96.48,12.75
2017-09-17,23.134070259740255,32.96,14.65,54.27,0.0,2.12,6.4426,96.5,11.62
2017-09-18,23.175972063492058,31.21,17.48,70.51,0.01,1.89,5.4187,96.8,16.0
2017-09-19,22.621899505772006,30.3,16.96,70.67,0.02,1.39,4.243,96.86,16.18
2017-09-20,22.841581746031746,30.58,17.05,72.07,0.01,2.46,4.3171,97.03,16.75
2017-09-21,22.71372888888889,29.79,17.77,72.83,0.03,3.09,4.9836,97.01,16.86
2017-09-22,22.725819260461762,31.12,16.35,66.5,0.01,1.78,6.0787,96.74,14.62
2017-09-23,23.404535992063487,33.03,14.84,58.72,0.0,2.35,6.828,96.66,13.16
2017-09-24,22.680139642857142,30.23,17.7,72.84,0.99,3.5,3.7668,96.88,16.73
2017-09-25,23.324764563492067,31.15,16.88,67.74,0.12,0.98,5.9724,96.4,15.8
2017-09-26,25.51115857142858,35.21,16.74,60.85,0.0,2.1,6.7831,96.03,15.7
2017-09-27,25.611054404761916,34.25,19.04,69.05,0.23,2.92,4.0673,96.43,18.37
2017-09-28,24.106710357142852,30.66,19.83,74.84,2.34,4.45,4.0997,97.02,18.63
2017-09-29,22.038114318181826,28.44,17.27,72.33,1.33,3.61,2.9275,97.0,16.18
2017-09-30,22.526418333333336,31.09,15.53,67.12,0.03,2.18,6.6919,96.85,14.96
2017-10-01,22.713731172438678,30.48,17.1,66.77,0.23,2.01,6.4572,96.8,15.06
2017-10-02,22.89313373015873,30.99,15.69,63.49,0.01,1.31,6.39,96.58,14.63
2017-10-03,23.51912638888889,31.86,16.77,65.18,0.35,1.74,6.1349,96.5,15.51
2017-10-04,24.941773174603178,33.38,18.39,63.16,0.13,1.76,7.0114,96.43,15.99
2017-10-05,26.540151785714297,35.38,18.75,62.8,0.09,2.24,6.6132,96.38,17.53
2017-10-06,26.417357846320346,34.1,20.59,63.34,0.52,2.74,6.0761,96.43,17.44
2017-10-07,26.136485238095258,34.18,19.36,62.22,0.67,1.82,6.3782,96.29,17.06
2017-10-08,27.674624801587314,36.73,19.98,52.99,0.0,1.73,6.2508,95.93,15.84
2017-10-09,28.09118996031746,36.2,21.63,54.26,0.45,1.26,2.891,95.82,16.75
2017-10-10,28.993300952380956,37.38,22.02,52.94,1.06,1.39,5.2747,95.73,16.94
2017-10-11,24.470874707792213,30.35,19.65,65.3,5.17,3.86,5.2596,96.18,17.01
2017-10-12,24.20992673160173,32.4,18.55,64.5,3.01,1.94,7.3025,96.4,15.66
2017-10-13,22.15781738816738,29.5,16.27,66.85,0.12,3.21,5.6748,96.77,14.95
2017-10-14,22.598364722222236,29.54,17.27,67.66,0.52,2.69,5.1197,96.82,15.08
2017-10-15,24.452367496392498,34.52,15.05,56.25,0.0,1.44,7.3596,96.42,13.24
2017-10-16,28.58454801587302,39.8,18.13,34.28,0.0,2.78,7.7057,95.98,8.83
2017-10-17,31.002960476190477,41.72,19.9,28.41,0.0,2.39,7.2235,95.72,7.82
2017-10-18,24.79325269480519,32.08,19.34,68.2,1.05,5.3,3.2916,96.26,17.85
2017-10-19,25.33360563492063,34.01,18.2,69.88,0.61,1.5,4.955,96.28,18.54
2017-10-20,28.198267182539695,38.17,19.56,66.61,0.31,2.84,6.0355,96.32,19.85
2017-10-21,27.052897373737366,34.34,21.98,71.5,0.97,3.17,4.6325,96.77,20.44
2017-10-22,26.03705505411257,33.6,20.73,67.49,1.08,3.08,6.2134,96.85,18.84
2017-10-23,26.178837460317453,35.92,17.92,60.41,0.06,2.19,7.2746,96.62,15.76
2017-10-24,27.287677777777784,36.92,19.09,56.39,0.17,1.82,7.4537,96.36,15.45
2017-10-25,28.542813849206354,38.31,19.77,53.29,0.0,1.92,7.6543,96.14,16.01
2017-10-26,30.91259214285714,41.29,21.76,39.82,0.0,1.85,7.079,95.81,13.6
2017-10-27,29.658155952380934,40.21,21.34,56.17,47.22,3.65,4.0817,95.94,17.39
2017-10-28,20.59538352813853,25.19,16.14,85.19,16.72,6.52,1.2396,96.82,18.1
2017-10-29,18.45654964285714,23.29,15.4,78.26,3.12,4.24,2.4744,97.15,14.26
2017-10-30,19.866882896825402,26.84,14.75,71.57,0.3,2.79,6.3792,97.03,13.88
2017-10-31,21.08817257936507,28.43,15.59,70.71,0.09,2.47,7.561,96.9,14.49
2017-11-01,21.743331547619054,29.29,14.42,72.98,0.08,1.8,6.7865,96.81,16.12
2017-11-02,23.833992705627708,31.0,18.17,73.24,0.09,1.77,6.8206,96.7,18.12
2017-11-03,24.603806190476202,31.99,18.84,68.35,0.0,1.71,7.3505,96.65,17.24
2017-11-04,23.81780658730158,31.37,18.35,69.86,0.0,2.6,6.8774,96.69,16.96
2017-11-05,23.37249407203907,31.06,17.67,65.89,0.0,2.67,7.1834,96.61,15.18
2017-11-06,24.27701384920635,32.84,16.72,64.48,0.0,0.97,7.9747,96.22,15.72
2017-11-07,25.911381785714287,35.67,16.9,57.39,0.0,1.6,8.2939,95.83,14.91
2017-11-08,28.019391031746032,37.81,18.76,62.7,0.88,2.99,7.3927,95.91,17.04
2017-11-09,23.236381428571434,29.96,17.92,75.59,2.17,3.37,2.4598,96.33,18.03
2017-11-10,23.91098095238096,29.07,19.56,81.67,18.47,1.27,2.5625,96.21,20.16
2017-11-11,25.713399206349212,31.38,21.62,77.27,9.7,1.78,2.5337,96.23,20.6
2017-11-12,23.168840873015874,27.68,20.59,87.36,18.5,2.53,2.4962,96.42,20.64
2017-11-13,23.34796821789321,27.6,19.96,85.43,18.23,2.01,3.1462,96.29,19.84
2017-11-14,23.11020282106782,27.23,19.62,85.45,6.47,2.12,4.29,95.99,20.37
2017-11-15,25.446637633477643,31.86,20.57,77.45,1.79,3.18,3.8842,95.68,20.87
2017-11-16,24.167539920634923,30.1,18.15,74.31,9.03,2.44,4.099,95.82,19.35
2017-11-17,20.210818888888895,25.12,16.99,84.1,7.33,2.97,2.964,96.45,16.91
2017-11-18,22.0282860591133,26.83,18.08,83.33,13.4,2.29,2.2978,96.54,18.49
2017-11-19,21.322761654351407,26.42,17.0,81.89,6.77,1.53,5.4746,96.67,17.91
2017-11-20,21.13598793650794,28.07,15.13,72.39,0.02,1.39,8.412,96.61,15.3
2017-11-21,21.953670079365068,29.91,14.27,67.74,0.0,1.08,8.6909,96.26,14.81
2017-11-22,23.541399206349205,32.51,15.36,70.01,0.06,1.67,8.3002,96.08,17.67
2017-11-23,24.875980364357876,30.22,20.78,80.64,5.52,1.98,5.1643,96.28,20.48
2017-11-24,24.108300298590297,29.9,19.59,76.87,4.21,1.88,6.347,96.35,19.14
2017-11-25,24.23073361471861,30.59,18.64,71.55,0.81,1.16,5.6134,96.2,18.16
2017-11-26,23.252515515873018,27.93,19.61,78.86,15.04,1.77,4.0985,96.23,19.11
2017-11-27,22.737548333333326,26.86,19.58,85.54,12.32,3.02,2.8704,96.52,19.44
2017-11-28,20.427595,25.07,16.81,84.97,6.73,3.4,2.2889,96.69,17.78
2017-11-29,21.474465714285706,28.57,15.12,77.06,0.25,1.56,6.7476,96.62,16.96
2017-11-30,22.34626682539682,28.89,16.57,75.04,0.42,1.88,7.638,96.65,17.19
2017-12-01,23.093086626984135,30.01,16.85,67.86,0.07,1.05,8.6806,96.37,15.81
2017-12-02,23.83044626984126,32.4,15.56,62.26,0.0,1.72,8.5735,96.17,15.56
2017-12-03,24.878479841269847,33.4,16.34,57.72,0.0,1.59,8.5435,96.25,15.1
2017-12-04,25.418800595238114,34.12,17.73,59.57,0.0,1.64,8.3244,96.35,15.61
2017-12-05,25.086714999999995,32.42,19.26,72.6,0.6,1.54,7.7009,96.41,18.73
2017-12-06,24.77625067460318,32.48,19.03,67.7,0.13,2.2,6.7382,96.36,16.86
2017-12-07,24.447545912698406,30.67,20.21,77.68,6.6,4.1,3.9617,96.48,19.4
2017-12-08,22.403335129870133,28.11,18.56,82.24,12.68,4.17,4.4575,96.55,18.89
2017-12-09,23.839282578532572,29.86,18.6,76.01,1.39,1.66,5.1655,96.26,18.86
2017-12-10,25.66275305555557,33.34,19.59,65.02,0.12,2.08,7.4899,96.19,18.12
2017-12-11,24.81349695887447,31.02,20.2,73.86,2.62,2.06,5.1079,96.34,19.16
2017-12-12,24.934374960317456,31.72,18.4,75.07,1.41,1.98,7.3246,96.15,19.78
2017-12-13,26.085358174603176,30.78,22.34,78.87,3.3,2.58,5.7694,95.97,21.9
2017-12-14,26.98339773809525,32.34,22.86,77.03,1.63,2.21,5.9825,95.88,22.22
2017-12-15,22.96471880952381,26.67,19.31,89.1,29.18,4.7,2.8178,96.48,21.21
2017-12-16,22.052501670274168,27.56,18.09,82.36,2.9,3.18,5.9155,96.68,18.51
2017-12-17,23.49803942279943,30.08,16.6,75.2,0.09,1.31,8.3762,96.39,18.43
2017-12-18,25.502265485347994,32.34,19.15,70.49,0.01,1.64,8.4732,96.18,19.24
2017-12-19,26.126797056277052,31.73,21.51,80.72,11.24,2.11,6.013,96.13,22.19
2017-12-20,25.632134181096685,29.93,22.49,85.49,31.1,2.79,5.3134,96.3,22.78
2017-12-21,24.705526648351658,29.09,21.97,89.01,78.82,2.87,4.1009,96.36,22.52
2017-12-22,25.4283286904762,30.15,21.33,85.94,12.72,1.85,6.108,96.11,22.73
2017-12-23,26.15719186507936,29.55,23.32,85.67,18.81,1.55,2.911,95.74,23.63
2017-12-24,25.07299718253967,27.96,23.27,91.38,8.14,1.35,1.8612,95.75,23.59
2017-12-25,24.957987341269835,28.33,22.48,89.0,15.49,1.34,5.0184,95.91,22.87
2017-12-26,23.27174543650792,25.78,20.95,93.73,23.41,3.96,2.8718,96.21,22.25
2017-12-27,22.68773765873016,26.85,19.17,88.03,3.57,4.17,3.3974,96.43,20.2
2017-12-28,22.490844992785,27.86,17.57,83.31,0.05,1.27,7.7892,96.26,19.18
2017-12-29,22.442803134920645,27.99,16.91,82.88,0.07,1.87,8.1931,96.34,19.33
2017-12-30,22.686192200577196,27.95,18.16,80.92,0.06,1.25,7.901,96.33,18.78
2017-12-31,23.747965375180378,29.98,17.72,76.04,0.01,1.61,8.3554,95.96,18.78
2018-01-01,24.328682824675333,31.0,17.68,75.96,0.01,1.87,6.7006,95.69,19.9
2018-01-02,26.543582896825384,32.93,21.25,77.08,0.71,1.85,7.0872,95.76,21.87
2018-01-03,23.36357857142856,27.51,19.45,86.43,11.09,4.4,5.6957,96.35,21.01
2018-01-04,21.21595798701298,26.22,17.09,78.93,0.57,3.53,5.1778,96.55,17.15
2018-01-05,22.1629655952381,27.7,17.54,73.86,0.23,2.24,7.5101,96.13,16.88
2018-01-06,22.839723690476184,29.59,15.51,64.58,0.0,1.73,8.7888,95.74,15.94
2018-01-07,24.12870480158731,30.55,17.51,76.39,0.2,1.48,8.04,95.74,19.57
2018-01-08,25.601635485347984,32.4,18.99,72.88,0.0,0.98,8.4055,95.72,19.67
2018-01-09,25.411871953601963,32.54,19.44,74.61,5.95,2.53,6.7718,95.94,20.19
2018-01-10,23.24737555555556,28.09,19.59,82.67,22.58,4.12,5.0861,96.51,19.93
2018-01-11,21.439746468253965,26.45,17.02,79.23,1.51,3.77,6.1075,96.66,17.26
2018-01-12,21.943238564213566,27.07,17.75,76.48,0.39,2.52,7.3406,96.48,17.2
2018-01-13,23.1338955952381,28.95,16.74,76.42,0.21,1.44,7.6075,96.24,18.27
2018-01-14,23.82204170634921,29.63,18.68,82.92,2.23,1.7,6.305,96.11,20.38
2018-01-15,24.543323809523795,29.69,20.11,82.97,2.13,1.39,6.7567,96.12,21.13
2018-01-16,25.01881468975469,30.28,21.1,81.07,1.72,2.98,5.5274,96.29,20.98
2018-01-17,25.170073849206346,30.39,21.83,80.34,3.65,3.35,6.864,96.21,20.94
2018-01-18,24.414890422077928,30.13,19.83,77.53,1.43,2.97,7.7796,96.18,19.53
2018-01-19,23.662275897435894,29.31,18.63,74.89,1.01,1.99,7.3745,96.15,18.11
2018-01-20,24.74279964285714,31.32,19.19,71.96,0.32,1.28,7.9176,96.08,18.54
2018-01-21,24.712537835497827,31.02,19.31,71.26,0.03,1.88,7.9654,96.22,18.13
2018-01-22,24.262247712842722,30.83,18.72,74.27,0.33,2.21,6.857,96.24,18.46
2018-01-23,24.096830382395375,30.87,18.47,71.69,0.17,1.48,7.2113,96.12,17.89
2018-01-24,25.204930432900436,32.85,17.87,67.65,0.0,1.31,7.8223,95.99,17.74
2018-01-25,25.28602092352092,32.97,18.68,66.62,0.0,1.79,8.3714,96.06,17.3
2018-01-26,25.224223174603186,32.39,19.6,70.97,0.55,2.29,6.8998,96.24,18.76
2018-01-27,25.856362707570206,32.7,20.21,72.11,1.41,1.26,6.6386,96.13,19.54
2018-01-28,27.27759420995671,34.81,21.19,68.47,0.88,2.2,7.703,95.99,20.32
2018-01-29,25.663161825396823,31.97,21.34,77.65,5.19,3.3,4.5434,96.22,20.79
2018-01-30,25.177201089466106,31.63,20.43,72.92,4.85,1.96,5.1322,96.13,19.2
2018-01-31,26.623943492063496,33.53,20.53,70.86,1.57,1.48,5.4334,95.94,20.26
2018-02-01,26.590230793650786,31.78,22.79,82.21,12.09,1.59,6.1577,96.0,22.76
2018-02-02,25.591784166666674,28.68,23.33,88.18,14.72,0.99,3.8314,96.05,23.42
2018-02-03,25.946051944444445,29.14,23.57,87.07,19.3,1.57,6.5681,96.13,23.48
